Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
4011,Gloves,50.0,04-07-2023,2.0,Credit Card
4088,Shorts,131.0,14-05-2023,1.8,Cash
4015,Blouse,61.0,07-01-2023,2.4,Credit Card
4061,Vest,83.0,03-10-2022,4.7,Cash
3985,Dress,175.0,08-04-2023,4.6,Credit Card
3988,Socks,176.0,08-08-2023,,Cash
4076,Pants,146.0,30-06-2023,3.7,Credit Card
3985,Belt,19.0,24-12-2022,3.1,Cash
4090,Jeans,54.0,18-02-2023,3.1,Cash
3991,Flip-Flops,55.0,28-01-2023,3.2,Cash
4083,Socks,19.0,16-07-2023,2.3,Credit Card
4049,Hoodie,111.0,21-06-2023,1.8,Cash
4030,Sweater,57.0,21-02-2023,2.7,Cash
4099,Pajamas,84.0,04-09-2023,1.3,Cash
3967,Tie,12.0,04-02-2023,,Credit Card
3978,Flannel Shirt,164.0,29-10-2022,3.2,Cash
4083,Tank Top,82.0,16-12-2022,4.1,Cash
3986,Handbag,174.0,22-09-2023,3.8,Credit Card
4055,Gloves,136.0,14-09-2023,1.2,Credit Card
4029,Gloves,44.0,09-11-2022,2.2,Credit Card
4073,Trousers,129.0,28-05-2023,4.6,Cash
4110,Belt,38.0,04-07-2023,3.6,Credit Card
4036,Onesie,197.0,28-11-2022,3.1,Cash
4070,Sweater,75.0,02-05-2023,,Cash
4014,Trench Coat,13.0,31-05-2023,1.8,Credit Card
4098,Belt,85.0,16-06-2023,1.2,Credit Card
4061,Backpack,59.0,04-10-2022,4.5,Cash
4066,Blazer,113.0,22-08-2023,2.5,Cash
4005,Shorts,141.0,12-04-2023,4.6,Cash
3974,Sneakers,112.0,26-08-2023,,Credit Card
4078,Swimsuit,57.0,17-02-2023,4.6,Credit Card
4051,Sneakers,132.0,06-09-2023,1.3,Cash
4002,Raincoat,73.0,23-01-2023,1.8,Credit Card
4082,Tie,124.0,29-11-2022,1.8,Cash
3983,Boots,94.0,26-03-2023,4.7,Cash
4058,Leggings,195.0,28-08-2023,,Cash
4069,Sweater,76.0,29-06-2023,4.3,Credit Card
4090,Hat,187.0,25-07-2023,4.9,Credit Card
3978,Dress,180.0,28-10-2022,4.3,Cash
3993,Sweater,113.0,14-04-2023,,Credit Card
4058,Wallet,190.0,31-08-2023,2.0,Credit Card
4059,Poncho,186.0,08-02-2023,4.5,Cash
3983,Scarf,85.0,03-09-2023,3.5,Cash
4000,Cardigan,66.0,13-12-2022,4.5,Credit Card
3973,Onesie,44.0,01-09-2023,2.1,Credit Card
4050,Sneakers,126.0,20-06-2023,2.7,Credit Card
4007,Loafers,165.0,18-11-2022,2.1,Cash
4043,Skirt,189.0,19-03-2023,4.3,Credit Card
4008,Belt,130.0,02-10-2022,3.4,Credit Card
4109,Hat,180.0,12-01-2023,2.6,Credit Card
4060,Sandals,73.0,19-05-2023,2.8,Credit Card
3988,Kimono,162.0,25-10-2022,1.9,Cash
4016,Swimsuit,30.0,29-11-2022,1.5,Credit Card
4065,Trousers,145.0,02-06-2023,3.0,Credit Card
4084,Blazer,29.0,29-10-2022,2.3,Credit Card
4028,Shorts,38.0,04-08-2023,2.0,Cash
4108,Wallet,139.0,01-05-2023,3.1,Cash
4026,T-shirt,147.0,20-08-2023,3.3,Cash
4059,Sun Hat,143.0,23-10-2022,4.5,Credit Card
4048,Jumpsuit,184.0,18-05-2023,3.2,Cash
4078,Blouse,159.0,26-10-2022,1.5,Credit Card
4111,Trousers,140.0,14-01-2023,2.9,Credit Card
4060,Swimsuit,24.0,17-10-2022,1.9,Credit Card
4081,Poncho,141.0,21-06-2023,1.7,Cash
4087,Swimsuit,154.0,20-08-2023,4.2,Cash
3994,Jumpsuit,88.0,18-10-2022,1.6,Credit Card
4073,Slippers,111.0,24-06-2023,1.2,Credit Card
3984,Flannel Shirt,10.0,25-08-2023,4.1,Credit Card
3988,Loafers,158.0,04-11-2022,1.8,Credit Card
4082,Boots,189.0,22-12-2022,2.4,Cash
4016,Sneakers,27.0,17-12-2022,1.8,Cash
4117,Scarf,130.0,29-06-2023,2.6,Cash
3964,Pajamas,44.0,05-08-2023,,Cash
3982,Hoodie,196.0,02-05-2023,1.8,Cash
3970,Skirt,117.0,10-07-2023,2.8,Credit Card
3974,Blouse,107.0,30-12-2022,1.3,Credit Card
4084,Handbag,106.0,31-08-2023,3.1,Cash
3963,Poncho,184.0,02-03-2023,1.6,Credit Card
4002,Loafers,148.0,04-03-2023,1.2,Credit Card
4111,Dress,40.0,18-03-2023,3.5,Cash
3996,Backpack,145.0,05-09-2023,1.6,Cash
4116,Socks,10.0,24-05-2023,3.3,Credit Card
4116,Romper,86.0,16-12-2022,4.1,Cash
3981,Bowtie,194.0,23-06-2023,1.9,Credit Card
3976,Skirt,146.0,18-06-2023,3.3,Credit Card
4090,Jacket,68.0,04-09-2023,,Credit Card
4083,Polo Shirt,98.0,25-07-2023,4.6,Credit Card
4032,Blazer,38.0,04-01-2023,4.0,Credit Card
4082,Onesie,167.0,29-08-2023,5.0,Cash
4086,Tunic,14.0,29-05-2023,4.7,Credit Card
4023,Socks,27.0,21-08-2023,3.1,Cash
4095,Pants,190.0,09-11-2022,5.0,Cash
4096,Dress,72.0,04-05-2023,2.5,Cash
3961,Blouse,112.0,05-07-2023,,Cash
3965,Socks,148.0,03-10-2022,1.6,Cash
4067,Tie,24.0,06-05-2023,3.8,Cash
4055,Romper,69.0,17-09-2023,4.4,Credit Card
4072,Sandals,197.0,28-11-2022,4.8,Credit Card
4037,Tunic,157.0,05-08-2023,2.7,Credit Card
4053,Sun Hat,182.0,17-04-2023,2.8,Cash
4070,Raincoat,70.0,27-11-2022,2.5,Cash
4074,Swimsuit,46.0,28-12-2022,2.6,Cash
3966,Bowtie,143.0,31-05-2023,1.8,Cash
3965,Handbag,86.0,27-04-2023,1.8,Cash
4002,Romper,152.0,20-04-2023,4.5,Cash
4099,Shorts,198.0,08-12-2022,3.5,Cash
4034,Belt,170.0,09-10-2022,3.2,Cash
3999,Jacket,152.0,14-07-2023,2.6,Cash
4082,Onesie,98.0,18-10-2022,1.9,Cash
4067,Tie,181.0,30-06-2023,1.4,Cash
3991,Flannel Shirt,144.0,09-12-2022,2.2,Cash
4036,Trench Coat,116.0,10-10-2022,4.1,Credit Card
4056,Jeans,86.0,01-02-2023,1.2,Cash
4081,Coat,147.0,17-08-2023,3.2,Credit Card
3985,Loafers,67.0,02-12-2022,2.5,Cash
4102,Sneakers,191.0,23-05-2023,1.7,Cash
4098,Blouse,24.0,23-08-2023,3.7,Credit Card
4095,Cardigan,116.0,30-12-2022,4.0,Cash
4103,Dress,44.0,05-05-2023,1.6,Cash
4077,Sunglasses,75.0,09-01-2023,4.1,Credit Card
4078,Sweater,175.0,11-09-2023,2.6,Credit Card
3997,Socks,104.0,22-02-2023,4.7,Credit Card
3971,Vest,58.0,21-01-2023,3.9,Cash
4024,Umbrella,164.0,02-08-2023,1.3,Cash
4083,Polo Shirt,28.0,15-04-2023,,Credit Card
4053,Jacket,195.0,31-08-2023,2.3,Cash
4114,Coat,65.0,04-01-2023,1.8,Cash
4047,Bowtie,95.0,26-08-2023,1.9,Cash
4029,Tunic,13.0,08-02-2023,2.5,Credit Card
4039,Trench Coat,58.0,22-03-2023,3.3,Cash
3972,Pajamas,40.0,26-06-2023,2.9,Cash
3964,Sun Hat,132.0,15-09-2023,2.2,Credit Card
4108,Jumpsuit,188.0,07-06-2023,3.2,Credit Card
3968,Pajamas,62.0,05-10-2022,1.6,Cash
3989,Vest,71.0,12-11-2022,3.1,Credit Card
4050,Loafers,82.0,01-01-2023,1.6,Cash
4046,Sneakers,146.0,07-10-2022,2.9,Credit Card
4106,Scarf,88.0,02-03-2023,3.8,Cash
3963,Hat,141.0,05-09-2023,4.9,Credit Card
4117,T-shirt,129.0,03-09-2023,1.6,Credit Card
4054,Sunglasses,130.0,03-03-2023,2.5,Cash
3981,Scarf,91.0,24-12-2022,1.7,Credit Card
4066,Slippers,104.0,03-09-2023,,Credit Card
4045,Tank Top,21.0,11-04-2023,4.3,Cash
4048,T-shirt,66.0,20-01-2023,3.3,Cash
4062,Trench Coat,14.0,28-04-2023,4.6,Credit Card
4046,Overalls,159.0,03-08-2023,4.8,Credit Card
3971,Trench Coat,116.0,11-10-2022,4.5,Credit Card
4019,Romper,60.0,28-07-2023,4.5,Cash
4020,Camisole,107.0,17-11-2022,,Cash
4017,Flannel Shirt,72.0,20-12-2022,2.2,Credit Card
4122,Sandals,177.0,24-01-2023,1.6,Cash
4036,Blazer,96.0,24-05-2023,4.2,Cash
4108,Gloves,135.0,06-04-2023,4.8,Credit Card
3978,Cardigan,174.0,06-02-2023,3.8,Credit Card
3973,Romper,127.0,06-10-2022,1.3,Cash
3986,Sun Hat,53.0,11-07-2023,,Cash
4000,Coat,57.0,20-07-2023,4.4,Cash
3962,Gloves,148.0,21-05-2023,2.1,Cash
4094,Dress,25.0,27-04-2023,4.7,Cash
4040,Polo Shirt,29.0,27-09-2023,4.6,Cash
3966,Boots,181.0,01-11-2022,,Credit Card
4088,Pants,27.0,30-08-2023,4.0,Cash
4064,Sneakers,12.0,19-05-2023,1.3,Credit Card
4025,Blouse,126.0,02-10-2022,1.5,Cash
3962,Sneakers,168.0,08-12-2022,3.5,Cash
4077,Sweater,167.0,01-03-2023,1.1,Credit Card
4107,Backpack,178.0,03-02-2023,4.6,Cash
3962,Boots,11.0,12-04-2023,1.1,Credit Card
4038,Scarf,115.0,13-03-2023,3.8,Cash
4103,Shorts,80.0,20-09-2023,4.1,Credit Card
4056,T-shirt,83.0,08-03-2023,2.4,Cash
4103,Raincoat,182.0,31-03-2023,3.0,Cash
3982,Handbag,55.0,01-04-2023,4.7,Cash
4084,Romper,100.0,15-06-2023,1.3,Credit Card
4085,Sun Hat,111.0,11-11-2022,1.6,Credit Card
3999,Camisole,127.0,01-07-2023,1.0,Credit Card
4114,Blouse,188.0,15-05-2023,,Credit Card
4033,Tie,185.0,08-04-2023,4.5,Cash
4050,Flip-Flops,30.0,21-02-2023,1.6,Cash
4068,Cardigan,176.0,14-09-2023,4.5,Credit Card
4008,Leggings,33.0,10-10-2022,4.5,Cash
4084,Sweater,106.0,03-02-2023,1.4,Credit Card
4119,Handbag,24.0,24-04-2023,3.8,Cash
3976,T-shirt,189.0,26-09-2023,4.0,Credit Card
4011,Gloves,121.0,20-06-2023,,Credit Card
4030,Camisole,94.0,08-07-2023,1.0,Credit Card
4024,Sneakers,34.0,16-12-2022,1.9,Credit Card
3969,Hat,20.0,01-12-2022,,Cash
4033,Sandals,187.0,31-03-2023,,Credit Card
4103,Jeans,131.0,20-07-2023,3.1,Credit Card
4059,Polo Shirt,29.0,21-05-2023,1.8,Credit Card
4014,Wallet,81.0,14-06-2023,3.4,Credit Card
4116,Jumpsuit,154.0,06-02-2023,2.2,Cash
3980,Jumpsuit,55.0,24-06-2023,4.5,Credit Card
4105,Slippers,90.0,09-04-2023,,Cash
4108,Camisole,46.0,01-10-2023,1.8,Cash
4043,Poncho,192.0,24-04-2023,3.2,Cash
4026,Tank Top,29.0,30-04-2023,3.8,Credit Card
3974,Pajamas,154.0,18-12-2022,1.3,Cash
4102,Backpack,109.0,11-01-2023,2.3,Cash
4092,Sandals,148.0,06-12-2022,1.6,Cash
4078,Handbag,199.0,28-01-2023,3.4,Cash
4010,Loafers,195.0,21-10-2022,2.7,Credit Card
3976,Scarf,98.0,26-04-2023,3.6,Credit Card
4086,Gloves,29.0,07-08-2023,1.3,Credit Card
4033,Leggings,167.0,17-08-2023,,Credit Card
4067,Sneakers,111.0,29-06-2023,3.9,Cash
4095,Scarf,93.0,28-04-2023,4.3,Cash
4008,Handbag,125.0,28-07-2023,3.9,Cash
4063,Tunic,101.0,08-11-2022,,Cash
4059,Vest,106.0,07-12-2022,1.4,Credit Card
4021,Pants,184.0,10-04-2023,4.7,Credit Card
4116,Bowtie,107.0,26-07-2023,3.7,Credit Card
4073,Camisole,73.0,19-07-2023,4.4,Credit Card
4097,Camisole,31.0,07-06-2023,4.0,Credit Card
4003,Belt,107.0,08-09-2023,3.0,Cash
3961,Swimsuit,172.0,30-12-2022,2.3,Credit Card
4089,Onesie,102.0,27-10-2022,1.2,Credit Card
4084,Hat,102.0,07-08-2023,4.9,Cash
4011,Overalls,36.0,27-06-2023,4.6,Cash
4120,Socks,152.0,25-12-2022,,Credit Card
4093,Sunglasses,36.0,30-04-2023,2.3,Cash
4068,Camisole,33.0,15-08-2023,1.1,Cash
4101,Hat,93.0,06-12-2022,3.6,Credit Card
4117,Backpack,13.0,07-10-2022,3.4,Cash
3972,Cardigan,109.0,16-04-2023,1.4,Credit Card
4090,Jeans,195.0,03-05-2023,1.6,Credit Card
4008,Blazer,72.0,23-04-2023,1.1,Credit Card
4050,Coat,53.0,08-11-2022,2.2,Cash
4075,Hat,53.0,22-05-2023,3.2,Cash
4018,Umbrella,136.0,27-07-2023,2.7,Credit Card
4068,Jacket,86.0,06-01-2023,1.3,Cash
4062,Pants,29.0,27-03-2023,2.9,Cash
4038,Jacket,73.0,13-04-2023,1.9,Credit Card
3973,Belt,136.0,10-08-2023,4.2,Credit Card
4119,Boots,60.0,31-07-2023,1.1,Credit Card
4009,Overalls,44.0,05-08-2023,1.6,Credit Card
4062,Backpack,111.0,03-09-2023,3.7,Cash
4025,Vest,168.0,20-12-2022,1.5,Credit Card
4030,Skirt,94.0,30-07-2023,2.1,Credit Card
4122,Camisole,120.0,06-08-2023,4.2,Cash
3998,Flannel Shirt,176.0,09-07-2023,2.5,Credit Card
4022,Blouse,44.0,05-02-2023,1.3,Credit Card
4110,Camisole,164.0,20-01-2023,2.7,Cash
4017,Tunic,61.0,15-03-2023,2.3,Credit Card
4060,T-shirt,55.0,12-07-2023,4.5,Credit Card
4018,Loafers,91.0,03-06-2023,4.7,Credit Card
3986,Skirt,187.0,24-04-2023,4.1,Credit Card
3995,Pajamas,157.0,13-07-2023,3.3,Credit Card
4006,Pajamas,93.0,22-06-2023,1.8,Cash
3964,Jeans,110.0,27-05-2023,2.3,Cash
4019,Shorts,154.0,30-09-2023,4.9,Cash
4075,Tunic,56.0,20-05-2023,4.3,Cash
4081,Backpack,150.0,10-08-2023,2.9,Cash
4068,Blouse,191.0,10-04-2023,1.4,Credit Card
4065,Boots,84.0,12-05-2023,3.5,Credit Card
4122,Jumpsuit,27.0,08-10-2022,,Cash
3966,Hoodie,114.0,05-03-2023,3.4,Credit Card
4008,Sneakers,45.0,03-12-2022,4.8,Cash
3997,Pants,71.0,05-02-2023,2.8,Cash
4026,Handbag,49.0,09-02-2023,4.2,Cash
3991,Loafers,106.0,27-06-2023,1.6,Credit Card
4023,T-shirt,132.0,27-10-2022,3.5,Cash
4028,Skirt,146.0,26-06-2023,4.3,Credit Card
4097,Polo Shirt,187.0,07-02-2023,1.6,Cash
4002,Poncho,19.0,09-08-2023,2.3,Cash
4121,Trousers,102.0,05-02-2023,3.4,Credit Card
3967,Romper,147.0,19-11-2022,4.3,Credit Card
4081,Hoodie,31.0,18-03-2023,4.8,Credit Card
3971,Blouse,180.0,06-08-2023,3.9,Cash
3978,Onesie,175.0,29-06-2023,4.2,Cash
4037,Tunic,154.0,07-01-2023,4.2,Credit Card
4111,Sunglasses,183.0,04-08-2023,4.3,Cash
4033,Bowtie,94.0,14-11-2022,,Cash
3973,Coat,120.0,20-12-2022,1.6,Credit Card
3980,Onesie,142.0,07-10-2022,,Credit Card
4058,Pants,186.0,17-10-2022,4.6,Cash
3992,Boots,124.0,04-10-2022,3.5,Credit Card
4017,Sweater,128.0,05-11-2022,3.4,Credit Card
3985,Polo Shirt,160.0,27-02-2023,1.4,Credit Card
4103,Tank Top,48.0,03-03-2023,2.1,Cash
4085,Sneakers,16.0,27-10-2022,2.8,Credit Card
3987,Handbag,85.0,01-09-2023,1.5,Credit Card
4090,Polo Shirt,31.0,04-09-2023,1.5,Credit Card
4091,Jeans,46.0,28-05-2023,2.3,Cash
4021,Dress,97.0,24-04-2023,3.2,Cash
4084,Skirt,62.0,16-12-2022,3.6,Cash
3980,Polo Shirt,99.0,13-08-2023,2.3,Credit Card
4017,Cardigan,122.0,05-11-2022,1.1,Cash
4110,Skirt,125.0,07-03-2023,3.3,Cash
3988,Trench Coat,86.0,31-08-2023,4.5,Credit Card
4041,Pants,15.0,26-01-2023,1.5,Credit Card
4106,T-shirt,175.0,19-10-2022,,Credit Card
4017,Jeans,199.0,17-07-2023,3.1,Credit Card
4065,Gloves,54.0,07-11-2022,1.9,Credit Card
4012,Belt,94.0,21-01-2023,4.9,Credit Card
3993,Pajamas,128.0,04-03-2023,2.7,Credit Card
3984,Pants,113.0,01-12-2022,3.0,Credit Card
4001,Raincoat,57.0,10-10-2022,3.1,Cash
4011,Backpack,120.0,14-01-2023,2.6,Cash
4027,Cardigan,198.0,23-06-2023,4.3,Credit Card
4069,Gloves,60.0,23-07-2023,2.8,Credit Card
4061,Umbrella,119.0,12-06-2023,4.6,Credit Card
4022,Pajamas,190.0,15-03-2023,2.0,Credit Card
4107,Umbrella,81.0,18-12-2022,3.2,Credit Card
3971,Romper,26.0,23-08-2023,,Credit Card
4082,Shorts,147.0,07-07-2023,1.9,Credit Card
4052,Coat,127.0,08-12-2022,1.9,Cash
4038,Gloves,135.0,31-07-2023,2.3,Cash
4096,Skirt,173.0,11-08-2023,3.7,Cash
4065,Cardigan,109.0,05-07-2023,,Credit Card
4078,Raincoat,160.0,12-05-2023,3.0,Credit Card
4028,Flip-Flops,127.0,18-03-2023,1.2,Cash
3994,Trousers,182.0,10-09-2023,1.8,Cash
4049,Shorts,86.0,16-04-2023,1.0,Credit Card
4078,Swimsuit,161.0,03-03-2023,3.3,Cash
4122,Pants,56.0,10-12-2022,2.1,Cash
4112,Hat,46.0,02-03-2023,3.0,Cash
3965,Belt,117.0,07-10-2022,1.8,Credit Card
3970,Flannel Shirt,157.0,19-03-2023,2.3,Credit Card
4018,Trousers,57.0,15-08-2023,2.0,Credit Card
4021,Loafers,147.0,30-09-2023,2.1,Cash
4098,Hat,175.0,30-08-2023,,Cash
4055,Umbrella,54.0,18-12-2022,3.6,Credit Card
4036,Belt,135.0,30-10-2022,2.6,Credit Card
4120,Pants,57.0,24-06-2023,1.2,Credit Card
4049,Wallet,125.0,03-01-2023,4.0,Credit Card
3988,Umbrella,101.0,29-01-2023,1.8,Credit Card
4093,Blazer,134.0,23-03-2023,4.0,Cash
4070,Cardigan,153.0,17-10-2022,4.3,Credit Card
4056,Raincoat,136.0,20-07-2023,1.2,Credit Card
3959,Skirt,135.0,07-06-2023,3.3,Credit Card
4057,Sneakers,123.0,08-05-2023,2.0,Credit Card
4022,Kimono,31.0,09-05-2023,2.2,Cash
4034,Wallet,66.0,09-08-2023,1.7,Credit Card
3980,Swimsuit,80.0,23-11-2022,3.0,Credit Card
4017,Sandals,83.0,16-08-2023,3.9,Credit Card
4010,Jacket,200.0,15-07-2023,4.7,Cash
3998,T-shirt,136.0,15-08-2023,3.4,Credit Card
4069,Pants,38.0,25-04-2023,3.7,Credit Card
4118,Jumpsuit,78.0,05-12-2022,1.3,Credit Card
4038,Backpack,103.0,20-07-2023,1.0,Cash
4121,Pants,20.0,08-07-2023,,Credit Card
4061,Leggings,122.0,19-10-2022,,Credit Card
3965,Pants,118.0,30-08-2023,,Credit Card
3977,Bowtie,73.0,25-04-2023,3.9,Credit Card
4082,Camisole,18.0,02-07-2023,1.4,Cash
4077,Onesie,99.0,08-12-2022,3.6,Credit Card
4062,Jacket,32.0,04-10-2022,4.0,Cash
4042,Shorts,40.0,14-11-2022,2.1,Cash
4065,Sunglasses,70.0,01-06-2023,2.2,Cash
3982,Belt,198.0,04-09-2023,,Cash
3998,Camisole,99.0,06-04-2023,1.6,Credit Card
4023,Sneakers,166.0,04-02-2023,4.7,Cash
4086,Pants,52.0,19-08-2023,4.7,Cash
3973,Hoodie,62.0,03-10-2022,3.5,Cash
4047,Leggings,25.0,19-05-2023,4.2,Cash
4064,Blouse,146.0,13-08-2023,4.7,Cash
4111,Hat,147.0,29-04-2023,1.5,Credit Card
4040,Pajamas,84.0,22-11-2022,3.8,Cash
4073,Raincoat,78.0,28-06-2023,1.1,Credit Card
3964,Leggings,141.0,10-05-2023,1.3,Cash
3970,Kimono,183.0,21-07-2023,1.9,Cash
4121,Belt,44.0,21-03-2023,2.5,Credit Card
4121,Onesie,115.0,04-06-2023,,Cash
4004,Tank Top,80.0,19-12-2022,2.9,Credit Card
4118,Tie,42.0,31-08-2023,1.1,Cash
4070,Loafers,43.0,26-08-2023,3.6,Credit Card
4121,Handbag,192.0,27-02-2023,4.5,Cash
3991,Trousers,73.0,05-10-2022,3.9,Credit Card
3957,Blouse,183.0,09-03-2023,2.1,Credit Card
4059,Backpack,46.0,05-02-2023,4.9,Credit Card
4008,Boots,78.0,08-03-2023,3.8,Cash
4117,Pajamas,106.0,10-06-2023,5.0,Credit Card
4035,Tie,172.0,10-02-2023,,Cash
4037,Sun Hat,33.0,02-12-2022,4.4,Cash
4104,Kimono,81.0,30-09-2023,3.8,Cash
3978,Polo Shirt,104.0,24-12-2022,3.9,Cash
3985,Polo Shirt,134.0,13-03-2023,2.1,Cash
3997,Kimono,10.0,25-01-2023,,Credit Card
4020,Polo Shirt,197.0,08-11-2022,4.3,Credit Card
3990,Gloves,172.0,09-01-2023,3.9,Credit Card
4109,Pajamas,101.0,05-06-2023,2.3,Credit Card
4062,Hoodie,146.0,05-09-2023,2.6,Cash
4038,Slippers,119.0,14-08-2023,2.5,Credit Card
4072,Romper,136.0,12-03-2023,4.1,Credit Card
4079,Tie,82.0,27-04-2023,3.7,Credit Card
3991,Flannel Shirt,157.0,20-11-2022,3.7,Credit Card
4001,Jumpsuit,97.0,28-10-2022,,Credit Card
4108,Tank Top,22.0,13-06-2023,1.6,Credit Card
4029,Gloves,127.0,12-06-2023,3.2,Cash
3978,Hoodie,50.0,26-08-2023,4.7,Credit Card
4063,Boots,10.0,27-12-2022,1.6,Cash
4051,Swimsuit,119.0,08-11-2022,3.5,Cash
4003,T-shirt,186.0,13-06-2023,4.4,Credit Card
4057,Scarf,176.0,30-03-2023,4.9,Credit Card
4053,Jeans,80.0,02-11-2022,4.3,Cash
4014,Sun Hat,31.0,04-05-2023,5.0,Cash
3962,Onesie,176.0,15-11-2022,3.1,Cash
4099,Shorts,88.0,06-09-2023,4.8,Credit Card
4122,Sweater,69.0,01-01-2023,3.7,Credit Card
4113,Raincoat,33.0,25-10-2022,3.0,Cash
4117,Swimsuit,10.0,16-12-2022,4.3,Credit Card
4015,Jumpsuit,29.0,22-09-2023,4.7,Cash
4075,Cardigan,184.0,16-08-2023,2.4,Credit Card
4007,Overalls,12.0,27-07-2023,4.0,Cash
4024,Pants,40.0,03-08-2023,3.6,Credit Card
4000,Sun Hat,118.0,07-11-2022,4.3,Cash
3969,Tie,132.0,31-07-2023,1.8,Credit Card
4115,Scarf,197.0,23-06-2023,3.0,Credit Card
4066,Gloves,36.0,06-06-2023,1.6,Credit Card
4110,Sweater,86.0,09-01-2023,,Cash
3995,Blouse,44.0,25-05-2023,4.3,Cash
3979,Shorts,183.0,22-10-2022,1.4,Credit Card
4000,Romper,12.0,03-03-2023,,Cash
4102,Pants,52.0,04-01-2023,1.7,Credit Card
3987,Pajamas,194.0,01-03-2023,1.3,Credit Card
3960,Camisole,48.0,09-03-2023,4.8,Credit Card
4091,Jeans,167.0,19-02-2023,2.4,Cash
4068,Tank Top,65.0,19-05-2023,3.8,Cash
3987,Sweater,160.0,09-08-2023,2.9,Credit Card
4014,Tank Top,99.0,02-10-2022,1.2,Cash
4009,Skirt,90.0,17-02-2023,1.1,Credit Card
4005,Wallet,73.0,11-06-2023,1.1,Cash
4025,Slippers,31.0,10-05-2023,4.4,Cash
4030,Jacket,163.0,15-10-2022,3.2,Cash
4083,Onesie,165.0,17-05-2023,,Cash
4054,Loafers,186.0,02-07-2023,3.5,Credit Card
4067,Jeans,87.0,06-12-2022,1.1,Credit Card
4009,Pants,165.0,25-01-2023,,Credit Card
4110,Swimsuit,110.0,12-03-2023,4.6,Credit Card
4012,Pants,23.0,04-11-2022,3.2,Cash
4029,Hoodie,71.0,04-10-2022,,Cash
4005,Boots,38.0,21-09-2023,3.9,Cash
4064,Jacket,173.0,30-05-2023,2.8,Cash
4003,T-shirt,145.0,01-05-2023,2.0,Credit Card
4061,Sunglasses,13.0,15-03-2023,1.1,Cash
3994,Tie,91.0,10-11-2022,4.1,Cash
4031,Tunic,155.0,07-11-2022,1.0,Credit Card
4024,Hat,149.0,31-05-2023,4.5,Cash
4017,Onesie,130.0,20-08-2023,4.7,Cash
4115,Poncho,28.0,19-10-2022,3.0,Credit Card
4051,Flannel Shirt,20.0,02-04-2023,1.2,Cash
4106,Tank Top,111.0,16-11-2022,3.8,Cash
4122,Blazer,170.0,06-06-2023,4.6,Cash
4074,Onesie,116.0,22-09-2023,1.7,Credit Card
3978,Tie,112.0,01-02-2023,2.3,Cash
4077,Trousers,167.0,26-12-2022,1.8,Cash
4011,T-shirt,49.0,11-11-2022,,Cash
4055,Cardigan,110.0,16-02-2023,2.4,Cash
4065,Shorts,176.0,31-03-2023,4.4,Credit Card
4109,Pants,26.0,16-04-2023,2.8,Credit Card
4022,Sweater,121.0,08-01-2023,4.6,Cash
3975,Backpack,71.0,09-02-2023,1.6,Cash
3972,Tunic,126.0,08-11-2022,3.8,Credit Card
3970,Hat,24.0,14-07-2023,,Cash
4042,Trench Coat,199.0,01-04-2023,3.8,Cash
4017,Coat,54.0,19-06-2023,1.4,Cash
4047,Vest,189.0,27-03-2023,2.7,Credit Card
4110,Umbrella,98.0,07-07-2023,4.8,Cash
3968,Overalls,194.0,11-11-2022,2.6,Credit Card
3958,Sun Hat,105.0,19-11-2022,4.6,Credit Card
4086,Sandals,78.0,21-05-2023,3.3,Credit Card
4115,Sunglasses,40.0,12-02-2023,2.8,Cash
4054,Trench Coat,17.0,17-02-2023,2.5,Cash
4034,Blazer,119.0,15-08-2023,1.3,Credit Card
4058,Romper,26.0,20-04-2023,1.7,Credit Card
4051,Gloves,157.0,09-09-2023,3.2,Credit Card
3990,Belt,137.0,07-04-2023,1.6,Credit Card
4100,Coat,102.0,06-02-2023,3.8,Cash
4105,Hoodie,52.0,08-09-2023,,Credit Card
4002,Flannel Shirt,75.0,30-11-2022,1.5,Cash
4023,Pajamas,156.0,23-04-2023,3.3,Credit Card
4000,Blouse,39.0,26-10-2022,,Credit Card
4085,Poncho,140.0,29-08-2023,1.5,Cash
4043,Vest,13.0,01-06-2023,1.8,Credit Card
4076,Flip-Flops,130.0,03-10-2022,2.9,Credit Card
3990,Sweater,48.0,27-10-2022,,Credit Card
4038,Vest,19.0,07-10-2022,4.2,Cash
4092,Hat,192.0,29-07-2023,1.5,Cash
4067,Poncho,117.0,04-02-2023,4.4,Credit Card
3993,Sun Hat,73.0,08-10-2022,,Cash
4023,Loafers,194.0,10-03-2023,4.9,Credit Card
3986,Jacket,29.0,14-03-2023,2.0,Cash
4037,Tank Top,40.0,10-03-2023,4.4,Credit Card
3968,Overalls,23.0,01-12-2022,1.9,Cash
4084,Leggings,21.0,20-02-2023,4.5,Cash
4028,Backpack,27.0,11-10-2022,1.1,Credit Card
4049,Backpack,82.0,06-02-2023,4.7,Credit Card
4067,Vest,89.0,07-08-2023,3.4,Cash
4029,Pajamas,151.0,01-10-2023,4.0,Cash
4024,Coat,104.0,08-07-2023,3.5,Credit Card
4113,Sweater,154.0,17-12-2022,4.6,Cash
4024,Swimsuit,199.0,01-01-2023,4.0,Cash
4089,Backpack,128.0,12-11-2022,3.4,Credit Card
4037,Belt,136.0,05-07-2023,4.1,Cash
